student_id,學科背景,學習目標,性別,年紀,居住地區,學過幾種程式語言,學過哪些程式語言
1255,商,Career Switcher,男,20 - 25歲,北部,2,javascript、html
1256,文,Career Switcher,女,20 歲以下,東部,0,沒有學過
1257,理論科學,Tourist,女,20 - 25歲,南部,2,python、javascript
1258,工程科學,Career Switcher,男,40歲以上,中部,2,javascript、css
1259,工程科學,Career Switcher,不提供,36 - 40歲,中部,3,html、javascript、css
1260,理論科學,Career Switcher,男,20 - 25歲,中部,2,python、javascript
1261,資訊科學（資工、資管等等）,Tourist,男,20 - 25歲,北部,0,無
1262,理論科學,Career Switcher,男,31 - 35歲,北部,2,python、javascript
1263,文,Career Switcher,男,31 - 35歲,南部,0,沒有學過
1264,商,Career Switcher,女,20 - 25歲,東部,2,python、javascript
1265,工程科學,Career Switcher,男,20 - 25歲,中部,2,javascript、html
1266,理論科學,Career Switcher,男,20 歲以下,東部,4,html、css、javascript、python
1267,商,Career Switcher,男,20 - 25歲,中部,1,python
1268,商,Learner,男,31 - 35歲,北部,1,python
1269,理論科學,Career Switcher,女,40歲以上,南部,5,python、javascript、html、css、c++
1270,商,Learner,男,26 - 30歲,北部,1,html
1271,理論科學,Learner,女,31 - 35歲,北部,1,javascript
1272,資訊科學（資工、資管等等）,Career Switcher,男,26 - 30歲,北部,0,無
1273,理論科學,Learner,男,31 - 35歲,東部,2,javascript、css
1274,理論科學,Career Switcher,女,31 - 35歲,南部,1,html
1275,商,Career Switcher,女,20 - 25歲,北部,3,html、javascript、python
1276,其他,Learner,女,20 - 25歲,北部,0,無
1277,理論科學,Tourist,男,31 - 35歲,東部,1,python
1278,理論科學,Tourist,男,20 - 25歲,北部,1,html
1279,資訊科學（資工、資管等等）,Career Switcher,男,20 - 25歲,東部,0,無
1280,文,Tourist,女,20 - 25歲,東部,1,css
1281,商,Learner,男,31 - 35歲,東部,0,無
1282,工程科學,Career Switcher,男,36 - 40歲,北部,4,"python、javascript ,html、css"
1283,商,Learner,女,20 - 25歲,中部,0,無
1284,其他,Career Switcher,男,20 - 25歲,南部,1,javascript
1285,商,Tourist,男,20 - 25歲,北部,0,無
1286,資訊科學（資工、資管等等）,Learner,女,20 - 25歲,中部,1,javascript
1287,理論科學,Learner,女,26 - 30歲,北部,0,無
1288,文,Tourist,男,26 - 30歲,北部,0,沒有學過
1289,理論科學,Career Switcher,男,20 - 25歲,南部,1,html
1290,商,Career Switcher,女,20 - 25歲,北部,1,javascript
1291,商,Tourist,男,20 歲以下,南部,0,無
1292,資訊科學（資工、資管等等）,Career Switcher,女,26 - 30歲,中部,3,html、javascript、css
1293,商,Career Switcher,女,20 - 25歲,中部,4,"python、javascript ,html、css"
1294,工程科學,Career Switcher,不提供,20 歲以下,北部,0,無
1295,工程科學,Career Switcher,女,31 - 35歲,中部,2,javascript、html
1296,理論科學,Learner,女,26 - 30歲,南部,2,html、css
1297,工程科學,Career Switcher,男,26 - 30歲,東部,2,python、javascript
1298,商,Tourist,女,20 歲以下,南部,1,html
1299,理論科學,Learner,女,26 - 30歲,北部,0,沒有學過
1300,理論科學,Career Switcher,女,31 - 35歲,南部,2,javascript、html
1301,文,Career Switcher,男,36 - 40歲,南部,1,html
1302,文,Learner,男,20 - 25歲,南部,0,無
1303,工程科學,Career Switcher,女,20 - 25歲,中部,1,javascript
1304,工程科學,Career Switcher,男,20 歲以下,東部,0,沒有學過
1305,商,Learner,男,31 - 35歲,北部,0,無
1306,工程科學,Tourist,男,20 - 25歲,北部,1,css
1307,理論科學,Career Switcher,女,26 - 30歲,中部,0,無
1308,文,Learner,女,20 - 25歲,北部,1,python
1309,文,Career Switcher,女,26 - 30歲,南部,1,javascript
1310,商,Career Switcher,女,31 - 35歲,南部,2,python、javascript
1311,文,Career Switcher,女,20 - 25歲,南部,0,無
1312,文,Career Switcher,男,26 - 30歲,北部,2,javascript、html
1313,商,Career Switcher,男,31 - 35歲,北部,2,javascript、css
1314,工程科學,Learner,女,26 - 30歲,中部,3,html、javascript、css
1315,工程科學,Learner,女,20 - 25歲,中部,0,沒有學過
1316,工程科學,Career Switcher,男,20 - 25歲,南部,3,html、javascript、css
1317,文,Career Switcher,女,31 - 35歲,中部,0,無
1318,商,Career Switcher,女,26 - 30歲,中部,1,python
1319,理論科學,Career Switcher,男,26 - 30歲,南部,2,html、css
1320,資訊科學（資工、資管等等）,Career Switcher,女,31 - 35歲,東部,2,javascript、css
1321,商,Tourist,女,20 - 25歲,中部,3,html、javascript、css
1322,資訊科學（資工、資管等等）,Tourist,男,26 - 30歲,中部,1,css
1323,理論科學,Career Switcher,女,36 - 40歲,北部,1,css
1324,商,Tourist,女,20 - 25歲,北部,1,javascript
1325,理論科學,Career Switcher,女,20 歲以下,中部,0,無
1326,理論科學,Career Switcher,女,31 - 35歲,南部,3,html、javascript、css
1327,工程科學,Career Switcher,女,40歲以上,北部,2,python、javascript
1328,資訊科學（資工、資管等等）,Career Switcher,男,20 歲以下,南部,2,html、css
1329,資訊科學（資工、資管等等）,Tourist,女,20 - 25歲,北部,0,沒有學過
1330,理論科學,Career Switcher,女,31 - 35歲,南部,4,html、css、javascript、python
1331,其他,Learner,女,26 - 30歲,中部,0,無
1332,商,Learner,男,31 - 35歲,東部,3,html、javascript、python
1333,工程科學,Tourist,不提供,20 - 25歲,北部,2,javascript、css
1334,工程科學,Career Switcher,男,31 - 35歲,北部,1,html
1335,資訊科學（資工、資管等等）,Tourist,男,36 - 40歲,北部,0,沒有學過
1336,其他,Career Switcher,男,26 - 30歲,南部,2,python、javascript
1337,商,Career Switcher,男,20 - 25歲,東部,4,"html、javascript ,python、css"
1338,文,Career Switcher,女,31 - 35歲,中部,0,無
1339,工程科學,Learner,男,26 - 30歲,南部,1,python
1340,工程科學,Career Switcher,男,31 - 35歲,北部,3,html、javascript、css
1341,文,Learner,女,40歲以上,中部,3,html、javascript、css
1342,文,Career Switcher,男,26 - 30歲,南部,3,html、javascript、css
1343,其他,Career Switcher,男,26 - 30歲,東部,2,python、javascript
1344,理論科學,Career Switcher,男,26 - 30歲,南部,2,javascript、html
1345,資訊科學（資工、資管等等）,Career Switcher,女,40歲以上,北部,0,無
1346,工程科學,Learner,男,20 - 25歲,中部,0,無
1347,文,Career Switcher,男,26 - 30歲,南部,0,沒有
1348,商,Career Switcher,男,20 - 25歲,北部,1,python
1349,其他,Career Switcher,女,26 - 30歲,南部,3,html、javascript、css
1350,理論科學,Career Switcher,女,20 - 25歲,中部,0,沒有學過
1351,理論科學,Career Switcher,男,20 歲以下,東部,1,javascript
1352,理論科學,Career Switcher,男,20 - 25歲,南部,1,javascript
1353,工程科學,Learner,男,31 - 35歲,南部,2,html、css
1354,商,Career Switcher,女,20 - 25歲,東部,0,無
1355,理論科學,Career Switcher,男,26 - 30歲,南部,4,"python、javascript ,html、css"
1356,理論科學,Career Switcher,男,20 歲以下,中部,2,python、javascript
1357,工程科學,Career Switcher,女,26 - 30歲,北部,2,html、css
1358,商,Career Switcher,男,20 - 25歲,東部,2,javascript、html
1359,工程科學,Learner,女,20 - 25歲,中部,5,python、javascript、html、css、c++
1360,商,Tourist,女,31 - 35歲,中部,1,python
1361,理論科學,Tourist,女,20 歲以下,中部,1,python
1362,工程科學,Tourist,女,20 - 25歲,北部,1,javascript
1363,資訊科學（資工、資管等等）,Learner,男,20 - 25歲,東部,3,html、javascript、css
1364,其他,Learner,不提供,20 - 25歲,北部,0,無
1365,商,Tourist,不提供,31 - 35歲,南部,1,html
1366,商,Career Switcher,男,26 - 30歲,南部,1,css
1367,理論科學,Learner,女,40歲以上,東部,1,javascript
1368,資訊科學（資工、資管等等）,Tourist,不提供,20 - 25歲,南部,0,無
1369,商,Career Switcher,女,40歲以上,南部,1,javascript
1370,工程科學,Tourist,女,26 - 30歲,中部,0,沒有
1371,工程科學,Learner,女,31 - 35歲,南部,0,沒有學過
1372,理論科學,Learner,男,26 - 30歲,東部,0,沒有學過
1373,資訊科學（資工、資管等等）,Tourist,男,20 歲以下,南部,1,python
1374,商,Tourist,女,26 - 30歲,中部,0,沒有學過
1375,文,Learner,不提供,31 - 35歲,北部,0,沒有學過
1376,資訊科學（資工、資管等等）,Tourist,女,36 - 40歲,南部,1,html
1377,資訊科學（資工、資管等等）,Tourist,男,26 - 30歲,南部,0,無
1378,理論科學,Tourist,男,20 - 25歲,南部,0,沒有學過
1379,其他,Career Switcher,男,26 - 30歲,東部,3,html、javascript、css
1380,商,Tourist,女,26 - 30歲,北部,0,無
1381,工程科學,Career Switcher,男,26 - 30歲,北部,1,python
1382,文,Tourist,女,20 - 25歲,北部,0,無
1383,其他,Tourist,男,26 - 30歲,中部,1,python
1384,文,Career Switcher,女,31 - 35歲,中部,1,javascript
1385,商,Tourist,男,31 - 35歲,北部,2,javascript、html
1386,文,Tourist,男,36 - 40歲,北部,0,無
1387,理論科學,Tourist,男,36 - 40歲,東部,2,javascript、css
1388,其他,Career Switcher,男,20 歲以下,北部,1,html
1389,商,Tourist,女,20 - 25歲,南部,0,沒有
1390,理論科學,Learner,男,20 歲以下,北部,1,python
1391,工程科學,Learner,男,20 - 25歲,南部,1,python
1392,商,Learner,女,26 - 30歲,東部,1,python
1393,理論科學,Tourist,女,40歲以上,東部,1,html
1394,工程科學,Tourist,女,36 - 40歲,北部,0,無
1395,資訊科學（資工、資管等等）,Career Switcher,女,20 歲以下,東部,0,無
1396,資訊科學（資工、資管等等）,Career Switcher,女,20 歲以下,南部,0,無
1397,文,Career Switcher,女,20 - 25歲,南部,0,沒有學過
1398,商,Tourist,女,20 - 25歲,中部,1,html
1399,工程科學,Tourist,男,20 - 25歲,北部,0,無
1400,商,Career Switcher,男,31 - 35歲,東部,0,無
1401,資訊科學（資工、資管等等）,Tourist,女,26 - 30歲,中部,1,python
1402,商,Tourist,不提供,20 - 25歲,東部,0,無
1403,文,Career Switcher,男,20 - 25歲,中部,0,沒有
1404,文,Career Switcher,男,31 - 35歲,北部,1,python
1405,工程科學,Career Switcher,男,20 - 25歲,北部,1,css
1406,商,Tourist,女,26 - 30歲,北部,1,javascript
1407,其他,Learner,女,31 - 35歲,北部,3,html、javascript、css
1408,其他,Tourist,男,26 - 30歲,北部,0,無
1409,文,Learner,男,26 - 30歲,中部,1,python
1410,工程科學,Career Switcher,男,31 - 35歲,南部,0,無
1411,文,Learner,男,20 - 25歲,中部,0,無
1412,文,Career Switcher,男,40歲以上,南部,0,沒有學過
1413,資訊科學（資工、資管等等）,Learner,男,20 - 25歲,東部,1,javascript
1414,資訊科學（資工、資管等等）,Tourist,男,26 - 30歲,南部,0,沒有學過
1415,工程科學,Tourist,女,26 - 30歲,中部,0,沒有
1416,資訊科學（資工、資管等等）,Tourist,男,31 - 35歲,東部,0,無
1417,商,Tourist,男,36 - 40歲,北部,0,沒有
1418,文,Tourist,男,20 - 25歲,北部,0,無
1419,商,Career Switcher,男,20 - 25歲,北部,0,沒有學過
1420,其他,Career Switcher,男,40歲以上,北部,1,html
1421,文,Learner,男,26 - 30歲,中部,0,無
1422,資訊科學（資工、資管等等）,Career Switcher,男,31 - 35歲,中部,1,css
1423,其他,Tourist,男,20 - 25歲,東部,1,css
1424,文,Tourist,女,20 - 25歲,北部,0,沒有
1425,其他,Tourist,女,26 - 30歲,北部,0,沒有
1426,工程科學,Tourist,女,20 歲以下,東部,1,html
1427,商,Tourist,男,26 - 30歲,中部,0,無
1428,商,Tourist,女,20 歲以下,中部,1,html
1429,工程科學,Tourist,女,26 - 30歲,北部,0,無
1430,資訊科學（資工、資管等等）,Career Switcher,男,26 - 30歲,中部,1,css
1431,工程科學,Learner,男,40歲以上,北部,0,沒有
1432,理論科學,Tourist,男,26 - 30歲,南部,0,沒有學過
1433,理論科學,Tourist,男,26 - 30歲,北部,0,沒有
1434,理論科學,Learner,女,40歲以上,東部,1,python
1435,工程科學,Career Switcher,女,26 - 30歲,北部,1,html
1436,工程科學,Career Switcher,女,36 - 40歲,東部,0,沒有學過
1437,文,Career Switcher,男,26 - 30歲,南部,1,python
1438,工程科學,Tourist,男,26 - 30歲,南部,1,python
1439,理論科學,Career Switcher,女,31 - 35歲,中部,1,css
1440,工程科學,Career Switcher,男,20 - 25歲,北部,0,沒有學過
1441,文,Tourist,男,26 - 30歲,南部,0,沒有
1442,資訊科學（資工、資管等等）,Career Switcher,女,40歲以上,東部,0,沒有
1443,理論科學,Learner,女,26 - 30歲,北部,1,html
1444,商,Tourist,男,20 - 25歲,北部,2,javascript、html
1445,商,Career Switcher,女,20 - 25歲,北部,0,沒有學過
1446,商,Career Switcher,女,31 - 35歲,中部,0,無
1447,其他,Learner,不提供,20 歲以下,東部,0,無
1448,商,Career Switcher,男,36 - 40歲,南部,0,沒有
1449,文,Tourist,女,20 - 25歲,東部,0,無
1450,文,Learner,女,31 - 35歲,北部,1,css
1451,理論科學,Tourist,女,20 - 25歲,北部,0,無
1452,商,Tourist,女,26 - 30歲,中部,2,javascript、css
1453,工程科學,Tourist,男,26 - 30歲,中部,0,無
1454,文,Career Switcher,女,20 歲以下,南部,2,javascript、css
1455,工程科學,Career Switcher,女,40歲以上,東部,2,html、css
1456,工程科學,Career Switcher,男,20 - 25歲,北部,2,html、css
1457,工程科學,Tourist,女,20 - 25歲,北部,0,沒有
1458,文,Career Switcher,女,26 - 30歲,北部,1,javascript
1459,商,Career Switcher,女,31 - 35歲,中部,1,html
1460,工程科學,Tourist,女,20 - 25歲,東部,1,python
1461,理論科學,Tourist,女,36 - 40歲,南部,0,沒有學過
1462,理論科學,Learner,男,40歲以上,東部,0,沒有學過
1463,工程科學,Tourist,男,26 - 30歲,中部,0,沒有
1464,其他,Learner,女,20 - 25歲,東部,2,javascript、css
1465,商,Tourist,女,20 - 25歲,中部,0,沒有學過
1466,工程科學,Learner,女,31 - 35歲,北部,0,沒有學過
1467,理論科學,Tourist,女,20 歲以下,南部,2,python、javascript
1468,商,Tourist,男,20 - 25歲,北部,0,沒有
1469,理論科學,Learner,女,31 - 35歲,中部,1,html
1470,文,Tourist,男,31 - 35歲,東部,0,無
1471,商,Tourist,男,26 - 30歲,中部,0,沒有學過
1472,文,Career Switcher,女,26 - 30歲,中部,0,無
1473,文,Career Switcher,男,20 歲以下,南部,2,python、javascript
1474,文,Learner,男,26 - 30歲,北部,1,css
1475,其他,Tourist,男,20 - 25歲,中部,0,沒有
1476,文,Tourist,男,20 - 25歲,北部,0,無
1477,資訊科學（資工、資管等等）,Tourist,男,31 - 35歲,南部,0,無
1478,資訊科學（資工、資管等等）,Learner,女,20 - 25歲,中部,0,無
1479,工程科學,Career Switcher,男,26 - 30歲,中部,0,沒有學過
1480,其他,Tourist,男,20 - 25歲,北部,0,沒有
1481,工程科學,Career Switcher,女,20 - 25歲,中部,0,沒有
1482,文,Career Switcher,女,26 - 30歲,中部,0,無
1483,工程科學,Tourist,男,20 - 25歲,南部,0,沒有
1484,工程科學,Learner,女,20 - 25歲,北部,1,css
1485,商,Learner,女,26 - 30歲,東部,1,python
1486,理論科學,Career Switcher,女,26 - 30歲,北部,1,html
1487,理論科學,Tourist,男,26 - 30歲,北部,0,沒有學過
1488,資訊科學（資工、資管等等）,Career Switcher,女,36 - 40歲,中部,0,無
1489,理論科學,Learner,男,26 - 30歲,北部,0,無
1490,商,Learner,女,31 - 35歲,東部,1,css
1491,資訊科學（資工、資管等等）,Career Switcher,男,26 - 30歲,北部,0,無
1492,文,Tourist,男,20 - 25歲,南部,0,無
1493,商,Tourist,男,26 - 30歲,東部,1,html
1494,商,Tourist,女,26 - 30歲,北部,0,沒有學過
1495,理論科學,Career Switcher,男,36 - 40歲,北部,1,html
1496,文,Tourist,男,26 - 30歲,東部,0,沒有學過
1497,商,Tourist,女,26 - 30歲,北部,1,css
1498,工程科學,Learner,男,20 - 25歲,南部,1,html
1499,文,Tourist,男,26 - 30歲,中部,0,無
1500,商,Tourist,男,31 - 35歲,中部,0,沒有學過
1501,資訊科學（資工、資管等等）,Tourist,男,26 - 30歲,東部,1,javascript
1502,文,Career Switcher,男,26 - 30歲,東部,1,html
1503,其他,Tourist,男,26 - 30歲,北部,0,沒有學過
1504,商,Learner,男,20 歲以下,東部,1,html
1505,文,Tourist,女,26 - 30歲,北部,1,css
1506,其他,Tourist,男,20 - 25歲,南部,0,沒有學過
1507,資訊科學（資工、資管等等）,Career Switcher,男,40歲以上,北部,0,沒有學過
1508,商,Learner,女,20 - 25歲,南部,0,無
1509,文,Career Switcher,男,26 - 30歲,北部,1,javascript
1510,文,Tourist,男,36 - 40歲,東部,1,html
1511,其他,Tourist,女,26 - 30歲,北部,1,javascript
1512,理論科學,Tourist,女,26 - 30歲,北部,0,沒有學過
1513,工程科學,Learner,女,20 - 25歲,東部,1,html
1514,商,Learner,女,20 - 25歲,北部,0,沒有學過
1515,其他,Career Switcher,不提供,20 歲以下,東部,0,沒有
1516,工程科學,Career Switcher,男,20 - 25歲,東部,0,無
1517,工程科學,Learner,女,20 - 25歲,南部,0,沒有
1518,資訊科學（資工、資管等等）,Learner,女,20 - 25歲,東部,1,css
1519,文,Career Switcher,男,26 - 30歲,中部,1,javascript
1520,工程科學,Learner,男,31 - 35歲,南部,3,html、javascript、css
1521,商,Career Switcher,男,20 - 25歲,中部,0,無
1522,文,Learner,男,31 - 35歲,中部,0,沒有學過
1523,工程科學,Tourist,女,31 - 35歲,中部,0,無
1524,工程科學,Learner,女,20 - 25歲,南部,0,無
1525,理論科學,Tourist,女,26 - 30歲,南部,0,沒有學過
1526,理論科學,Learner,男,26 - 30歲,北部,1,css
1527,商,Tourist,女,26 - 30歲,南部,0,無
1528,工程科學,Tourist,女,26 - 30歲,中部,0,無
1529,其他,Career Switcher,女,20 - 25歲,南部,0,無
1530,商,Tourist,男,20 - 25歲,中部,1,python
1531,商,Tourist,男,26 - 30歲,東部,1,css
1532,工程科學,Career Switcher,女,20 - 25歲,南部,0,沒有
1533,商,Learner,女,31 - 35歲,中部,2,html、css
1534,資訊科學（資工、資管等等）,Tourist,女,20 - 25歲,南部,0,沒有學過
1535,理論科學,Learner,女,20 - 25歲,南部,0,無
1536,文,Tourist,不提供,20 - 25歲,南部,2,html、css
1537,工程科學,Career Switcher,男,26 - 30歲,北部,0,沒有學過
1538,商,Career Switcher,女,20 - 25歲,其他,0,沒有
1539,理論科學,Tourist,女,20 - 25歲,東部,0,沒有
1540,工程科學,Tourist,男,36 - 40歲,北部,0,沒有學過
1541,工程科學,Learner,女,26 - 30歲,北部,1,html
1542,理論科學,Tourist,男,20 歲以下,北部,1,python
1543,其他,Tourist,男,20 - 25歲,北部,0,沒有
1544,商,Tourist,男,26 - 30歲,中部,0,沒有
1545,其他,Career Switcher,男,20 - 25歲,東部,0,無
1546,商,Learner,男,26 - 30歲,北部,1,python
1547,資訊科學（資工、資管等等）,Learner,男,20 - 25歲,中部,0,沒有學過
1548,商,Learner,女,20 - 25歲,東部,2,javascript、css
1549,資訊科學（資工、資管等等）,Tourist,女,26 - 30歲,中部,2,python、javascript
1550,工程科學,Learner,女,31 - 35歲,北部,1,python
1551,資訊科學（資工、資管等等）,Tourist,男,31 - 35歲,北部,2,javascript、html
1552,商,Tourist,女,26 - 30歲,東部,0,無
1553,商,Learner,女,26 - 30歲,南部,2,javascript、html
1554,商,Tourist,男,31 - 35歲,北部,0,沒有學過
1555,商,Tourist,男,20 - 25歲,東部,1,html
1556,理論科學,Career Switcher,男,26 - 30歲,北部,1,javascript
1557,資訊科學（資工、資管等等）,Career Switcher,女,26 - 30歲,南部,1,html
1558,商,Learner,女,20 - 25歲,中部,1,python
1559,理論科學,Career Switcher,男,26 - 30歲,北部,0,沒有
1560,商,Tourist,男,31 - 35歲,中部,0,沒有
1561,文,Tourist,男,20 - 25歲,南部,0,沒有
1562,理論科學,Tourist,女,26 - 30歲,東部,2,javascript、html
1563,資訊科學（資工、資管等等）,Tourist,女,31 - 35歲,南部,1,python
1564,商,Career Switcher,女,20 - 25歲,中部,1,html
1565,文,Tourist,不提供,26 - 30歲,中部,0,無
1566,商,Learner,男,20 - 25歲,南部,2,html、css
1567,理論科學,Career Switcher,男,20 歲以下,中部,0,沒有
1568,其他,Career Switcher,女,26 - 30歲,中部,1,css
1569,文,Career Switcher,女,26 - 30歲,南部,1,css
1570,其他,Tourist,女,20 - 25歲,北部,1,python
1571,商,Tourist,女,26 - 30歲,中部,1,javascript
1572,其他,Career Switcher,女,20 - 25歲,東部,0,無
1573,資訊科學（資工、資管等等）,Tourist,男,20 - 25歲,北部,1,python
1574,商,Career Switcher,不提供,36 - 40歲,南部,1,python
1575,理論科學,Career Switcher,女,31 - 35歲,南部,0,無
1576,其他,Learner,女,26 - 30歲,中部,0,沒有
1577,商,Tourist,男,20 - 25歲,中部,0,無
1578,文,Career Switcher,女,31 - 35歲,北部,2,html、css
1579,商,Learner,女,26 - 30歲,中部,1,python
1580,文,Career Switcher,男,20 - 25歲,南部,3,html、javascript、css
1581,資訊科學（資工、資管等等）,Tourist,女,20 - 25歲,東部,0,沒有
1582,工程科學,Tourist,女,26 - 30歲,中部,1,html
1583,文,Tourist,男,36 - 40歲,北部,0,無
1584,文,Tourist,男,26 - 30歲,北部,1,css
1585,工程科學,Learner,男,20 - 25歲,東部,2,python、javascript
1586,其他,Learner,女,20 歲以下,南部,1,javascript
1587,文,Tourist,男,31 - 35歲,北部,1,python
1588,商,Learner,男,26 - 30歲,東部,1,html
1589,理論科學,Career Switcher,女,20 - 25歲,北部,3,html、javascript、python
1590,商,Career Switcher,男,20 歲以下,北部,0,無
1591,工程科學,Tourist,男,20 歲以下,北部,0,沒有學過
1592,理論科學,Career Switcher,女,26 - 30歲,中部,1,javascript
1593,工程科學,Learner,男,26 - 30歲,南部,1,css
1594,理論科學,Career Switcher,女,31 - 35歲,中部,0,無
1595,其他,Tourist,男,40歲以上,南部,0,沒有學過
1596,資訊科學（資工、資管等等）,Career Switcher,女,20 - 25歲,中部,0,無
1597,工程科學,Career Switcher,女,26 - 30歲,中部,0,沒有學過
1598,資訊科學（資工、資管等等）,Tourist,女,31 - 35歲,北部,1,python
1599,文,Tourist,女,20 歲以下,北部,0,沒有學過
1600,理論科學,Tourist,不提供,40歲以上,北部,0,沒有學過
1601,商,Career Switcher,女,20 - 25歲,東部,1,html
1602,工程科學,Career Switcher,男,26 - 30歲,南部,0,沒有學過
1603,理論科學,Career Switcher,女,31 - 35歲,北部,0,沒有學過
1604,理論科學,Tourist,男,40歲以上,北部,1,html
1605,資訊科學（資工、資管等等）,Tourist,不提供,31 - 35歲,南部,1,javascript
1606,工程科學,Tourist,男,20 - 25歲,北部,2,javascript、html
1607,商,Career Switcher,女,31 - 35歲,東部,1,python
1608,文,Career Switcher,女,20 歲以下,東部,1,python
1609,理論科學,Tourist,男,20 - 25歲,北部,0,無
1610,理論科學,Tourist,女,26 - 30歲,中部,1,html
1611,資訊科學（資工、資管等等）,Learner,女,20 歲以下,南部,1,javascript
1612,理論科學,Tourist,男,20 - 25歲,南部,0,沒有
1613,其他,Learner,男,20 - 25歲,南部,1,javascript
1614,理論科學,Career Switcher,男,26 - 30歲,北部,0,沒有
1615,工程科學,Tourist,女,36 - 40歲,中部,0,無
1616,資訊科學（資工、資管等等）,Tourist,女,40歲以上,中部,1,html
1617,商,Learner,女,20 - 25歲,北部,0,沒有
1618,理論科學,Tourist,女,20 - 25歲,中部,2,javascript、css
1619,理論科學,Learner,女,31 - 35歲,中部,3,html、javascript、python
1620,商,Career Switcher,女,31 - 35歲,北部,2,html、css
1621,理論科學,Tourist,女,31 - 35歲,中部,0,沒有學過
1622,商,Learner,男,26 - 30歲,北部,0,沒有
1623,工程科學,Tourist,女,31 - 35歲,南部,0,無
1624,商,Tourist,女,20 - 25歲,南部,1,python
1625,文,Career Switcher,女,31 - 35歲,中部,2,javascript、css
1626,工程科學,Tourist,男,26 - 30歲,北部,0,無
1627,理論科學,Tourist,女,20 歲以下,南部,0,無
1628,文,Learner,男,20 - 25歲,南部,0,無
1629,文,Tourist,女,20 - 25歲,南部,0,無
1630,文,Tourist,男,31 - 35歲,東部,1,css
1631,商,Learner,女,26 - 30歲,中部,0,沒有
1632,商,Career Switcher,女,26 - 30歲,中部,0,沒有學過
1633,其他,Tourist,男,26 - 30歲,北部,0,沒有學過
1634,商,Tourist,女,20 - 25歲,東部,1,python
1635,工程科學,Tourist,女,20 - 25歲,東部,0,無
1636,理論科學,Career Switcher,女,36 - 40歲,北部,0,無
1637,工程科學,Career Switcher,男,26 - 30歲,中部,0,無
1638,理論科學,Tourist,男,20 - 25歲,北部,3,html、javascript、css
1639,商,Tourist,女,36 - 40歲,北部,0,沒有
1640,商,Tourist,女,20 歲以下,北部,1,javascript
1641,理論科學,Career Switcher,男,31 - 35歲,南部,3,html、javascript、css
1642,商,Career Switcher,男,26 - 30歲,東部,1,javascript
1643,文,Tourist,女,31 - 35歲,東部,0,沒有學過
1644,理論科學,Tourist,女,31 - 35歲,北部,0,沒有學過
1645,工程科學,Tourist,女,20 - 25歲,南部,0,沒有學過
1646,工程科學,Learner,女,20 - 25歲,北部,1,css
1647,文,Tourist,不提供,36 - 40歲,南部,0,無
1648,資訊科學（資工、資管等等）,Tourist,女,20 - 25歲,北部,0,沒有學過
1649,理論科學,Tourist,女,26 - 30歲,北部,2,javascript、html
1650,理論科學,Tourist,女,20 - 25歲,北部,0,無
1651,工程科學,Learner,女,20 - 25歲,北部,1,html
1652,工程科學,Career Switcher,男,20 - 25歲,南部,2,python、javascript
1653,文,Tourist,女,20 - 25歲,東部,2,html、css
1654,理論科學,Learner,男,20 - 25歲,中部,0,沒有學過
1655,文,Learner,女,40歲以上,東部,1,javascript
1656,工程科學,Learner,男,20 歲以下,南部,0,沒有學過
1657,理論科學,Learner,女,26 - 30歲,中部,1,python
1658,文,Career Switcher,男,20 - 25歲,南部,1,javascript
1659,理論科學,Career Switcher,男,26 - 30歲,東部,2,html、css
1660,資訊科學（資工、資管等等）,Learner,女,20 - 25歲,中部,0,無
1661,文,Tourist,女,20 歲以下,南部,0,沒有學過
1662,理論科學,Tourist,男,20 - 25歲,東部,0,沒有學過
1663,商,Tourist,男,20 - 25歲,北部,1,python
1664,資訊科學（資工、資管等等）,Tourist,男,26 - 30歲,南部,1,css
1665,商,Tourist,女,36 - 40歲,北部,1,html
1666,商,Tourist,女,36 - 40歲,中部,1,python
1667,工程科學,Learner,男,26 - 30歲,北部,0,無
1668,工程科學,Learner,不提供,20 - 25歲,其他,0,無
1669,文,Career Switcher,女,31 - 35歲,中部,0,沒有學過
1670,其他,Learner,女,20 - 25歲,北部,0,無
1671,理論科學,Learner,男,31 - 35歲,中部,0,沒有
1672,理論科學,Career Switcher,男,20 歲以下,北部,1,css
1673,商,Tourist,女,20 - 25歲,北部,1,css
1674,商,Learner,女,31 - 35歲,北部,1,javascript
1675,文,Career Switcher,男,31 - 35歲,北部,1,css
1676,商,Tourist,女,26 - 30歲,南部,1,html
1677,文,Tourist,女,20 歲以下,南部,0,沒有學過
1678,理論科學,Tourist,男,36 - 40歲,中部,2,javascript、html
1679,理論科學,Learner,男,31 - 35歲,北部,0,無
1680,理論科學,Career Switcher,女,20 - 25歲,南部,1,html
1681,資訊科學（資工、資管等等）,Tourist,女,26 - 30歲,南部,0,無
1682,其他,Career Switcher,男,31 - 35歲,北部,1,html
1683,商,Learner,男,31 - 35歲,東部,2,javascript、css
1684,資訊科學（資工、資管等等）,Learner,女,20 歲以下,中部,1,css
1685,理論科學,Career Switcher,男,31 - 35歲,北部,1,python
1686,工程科學,Learner,女,20 - 25歲,北部,0,沒有
1687,資訊科學（資工、資管等等）,Tourist,男,26 - 30歲,中部,0,沒有學過
1688,商,Learner,女,20 - 25歲,南部,2,javascript、css
